Id;v2a1;hacdor;rooms;hacapo;v14a;refrig;v18q;v18q1;r4h1;r4h2;r4h3;r4m1;r4m2;r4m3;r4t1;r4t2;r4t3;tamhog;tamviv;escolari;hhsize;paredblolad;paredzocalo;paredpreb;pareddes;paredmad;paredzinc;paredfibras;paredother;pisomoscer;pisocemento;pisoother;pisonatur;pisonotiene;pisomadera;techozinc;techoentrepiso;techocane;techootro;cielorazo;abastaguadentro;abastaguafuera;abastaguano;public;planpri;noelec;coopele;dis;estadocivil1;estadocivil2;estadocivil3;estadocivil4;estadocivil5;estadocivil6;estadocivil7;idhogar;hogar_nin;hogar_adul;hogar_mayor;hogar_total;dependency;edjefe;edjefa;meaneduc;bedrooms;overcrowding;computer;television;mobilephone;qmobilephone;lugar1;lugar2;lugar3;lugar4;lugar5;lugar6;age;SQBescolari;SQBage;SQBhogar_total;SQBedjefe;SQBhogar_nin;SQBovercrowding;SQBdependency;SQBmeaned;agesq;Target;sanitario;sanioth;energcocinar;elimbasu;elimoth;epared;etecho;eviv;gender;parentesco;instlevel;tipovivi;tipooth;area
ID_799280a36;165231.6;0;6;0;1;1;0;0;0;3;3;0;1;1;0;4;4;4;4;5;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;be40dbc98;0;4;0;4;no;6;no;9.75;4;1.0;0;1;1;4;1;0;0;0;0;0;57;25;3249;16;36;0;1.0;0.0;95.0625;3249;4;2;0;4;4;0;2;2;2;0;2;2;1;0;1
ID_03873d255;165231.6;0;5;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;6;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;921dd3a75;0;2;1;2;yes;6;no;3.0;2;1.0;0;0;0;0;1;0;0;0;0;0;74;36;5476;4;36;0;1.0;1.0;9.0;5476;3;3;0;4;4;0;2;2;2;1;1;3;1;0;1
ID_da6830c48;165231.6;0;5;0;1;1;0;0;0;1;1;0;1;1;0;2;2;2;2;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;921dd3a75;0;2;1;2;yes;6;no;3.0;2;1.0;0;0;0;0;1;0;0;0;0;0;53;0;2809;4;36;0;1.0;1.0;9.0;2809;3;3;0;4;4;0;2;2;2;0;2;1;1;0;1
ID_6d973b3d4;165231.6;0;9;0;1;1;1;1;0;2;2;0;0;0;0;2;2;2;2;15;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;9267ee9bc;0;2;0;2;no;15;no;15.0;3;0.66666669;0;1;1;2;1;0;0;0;0;0;40;225;1600;4;225;0;0.44444448;0.0;225.0;1600;4;2;0;4;4;0;3;3;3;1;12;8;1;0;1
ID_1aef97e9c;165231.6;0;9;0;1;1;1;1;0;2;2;0;0;0;0;2;2;2;2;15;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;9267ee9bc;0;2;0;2;no;15;no;15.0;3;0.66666669;0;1;1;2;1;0;0;0;0;0;62;225;3844;4;225;0;0.44444448;0.0;225.0;3844;4;2;0;4;4;0;3;3;3;1;1;8;1;0;1
ID_dbd74857d;150000.0;0;4;0;1;1;1;1;0;1;1;0;3;3;0;4;4;4;4;10;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;a3d696616;2;2;0;4;yes;9;no;9.5;2;2.0;0;0;1;2;1;0;0;0;0;0;37;100;1369;16;81;4;4.0;1.0;90.25;1369;4;2;0;2;4;0;3;3;3;0;2;4;3;0;1
ID_1163fd5a8;150000.0;0;4;0;1;1;1;1;0;1;1;0;3;3;0;4;4;4;4;8;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;a3d696616;2;2;0;4;yes;9;no;9.5;2;2.0;0;0;1;2;1;0;0;0;0;0;16;64;256;16;81;4;4.0;1.0;90.25;256;4;2;0;2;4;0;3;3;3;0;3;4;3;0;1
ID_1e2169ff2;150000.0;0;4;0;1;1;1;1;0;1;1;0;3;3;0;4;4;4;4;9;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;a3d696616;2;2;0;4;yes;9;no;9.5;2;2.0;0;0;1;2;1;0;0;0;0;0;46;81;2116;16;81;4;4.0;1.0;90.25;2116;4;2;0;2;4;0;3;3;3;1;1;4;3;0;1
ID_1c1e2dd72;150000.0;0;4;0;1;1;1;1;0;1;1;0;3;3;0;4;4;4;4;6;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;a3d696616;2;2;0;4;yes;9;no;9.5;2;2.0;0;0;1;2;1;0;0;0;0;0;12;36;144;16;81;4;4.0;1.0;90.25;144;4;2;0;2;4;0;3;3;3;0;3;3;3;0;1
ID_042e55899;165231.6;0;6;0;1;1;1;1;0;0;0;0;2;2;0;2;2;2;2;11;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1d584b579;1;1;1;2;8;no;6;17.0;4;0.5;1;1;1;2;1;0;0;0;0;0;19;121;361;4;0;1;0.25;64.0;289.0;361;4;3;0;4;4;0;3;3;3;0;6;5;1;0;1
ID_ef3846ac6;165231.6;0;6;0;1;1;1;1;0;0;0;0;2;2;0;2;2;2;2;6;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1d584b579;1;1;1;2;8;no;6;17.0;4;0.5;1;1;1;2;1;0;0;0;0;0;76;36;5776;4;0;1;0.25;64.0;289.0;5776;4;3;0;4;4;0;3;3;3;0;1;3;1;0;1
ID_e0a712d44;165231.6;0;4;0;1;1;0;0;0;3;3;0;1;1;0;4;4;4;4;6;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7c8425ae2;0;4;1;4;.33333334;no;12;10.75;2;2.0;0;0;1;4;1;0;0;0;0;0;73;36;5329;16;0;0;4.0;0.11111112;115.5625;5329;4;2;0;2;4;0;3;3;3;1;7;3;1;0;1
ID_cb12d0a0e;165231.6;0;4;0;1;1;0;0;0;3;3;0;1;1;0;4;4;4;4;12;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;7c8425ae2;0;4;1;4;.33333334;no;12;10.75;2;2.0;0;0;1;4;1;0;0;0;0;0;49;144;2401;16;0;0;4.0;0.11111112;115.5625;2401;4;2;0;2;4;0;3;3;3;0;1;7;1;0;1
ID_2a18e28f5;165231.6;0;4;0;1;1;0;0;0;3;3;0;1;1;0;4;4;4;4;11;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;7c8425ae2;0;4;1;4;.33333334;no;12;10.75;2;2.0;0;0;1;4;1;0;0;0;0;0;26;121;676;16;0;0;4.0;0.11111112;115.5625;676;4;2;0;2;4;0;3;3;3;1;3;5;1;0;1
ID_70689f160;165231.6;0;4;0;1;1;0;0;0;3;3;0;1;1;0;4;4;4;4;14;4;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;7c8425ae2;0;4;1;4;.33333334;no;12;10.75;2;2.0;0;0;1;4;1;0;0;0;0;0;22;196;484;16;0;0;4.0;0.11111112;115.5625;484;4;2;0;2;4;0;3;3;3;1;3;8;1;0;1
ID_dcd5b130b;480000.0;0;6;0;1;1;1;1;1;1;2;0;2;2;1;3;4;4;4;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;6ae01d982;1;3;0;4;.33333334;11;no;14.333332999999998;3;1.3333334;0;0;1;3;1;0;0;0;0;0;4;0;16;16;121;1;1.7777778999999998;0.11111112;205.44444;16;4;2;0;4;4;0;3;3;3;1;3;1;2;0;1
ID_3fcf46986;480000.0;0;6;0;1;1;1;1;1;1;2;0;2;2;1;3;4;4;4;16;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;6ae01d982;1;3;0;4;.33333334;11;no;14.333332999999998;3;1.3333334;0;0;1;3;1;0;0;0;0;0;36;256;1296;16;121;1;1.7777778999999998;0.11111112;205.44444;1296;4;2;0;4;4;0;3;3;3;0;11;8;2;0;1
ID_625b68701;480000.0;0;6;0;1;1;1;1;1;1;2;0;2;2;1;3;4;4;4;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;6ae01d982;1;3;0;4;.33333334;11;no;14.333332999999998;3;1.3333334;0;0;1;3;1;0;0;0;0;0;36;121;1296;16;121;1;1.7777778999999998;0.11111112;205.44444;1296;4;2;0;4;4;0;3;3;3;1;1;5;2;0;1
ID_bcef3e355;480000.0;0;6;0;1;1;1;1;1;1;2;0;2;2;1;3;4;4;4;16;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;6ae01d982;1;3;0;4;.33333334;11;no;14.333332999999998;3;1.3333334;0;0;1;3;1;0;0;0;0;0;38;256;1444;16;121;1;1.7777778999999998;0.11111112;205.44444;1444;4;2;0;4;4;0;3;3;3;0;2;8;2;0;1
ID_eb8aa94e6;165231.6;0;6;0;1;1;0;0;0;1;1;0;3;3;0;4;4;4;4;1;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;f3f6b1859;0;4;1;4;.33333334;no;16;10.25;3;1.3333334;0;1;1;4;1;0;0;0;0;0;69;1;4761;16;0;0;1.7777778999999998;0.11111112;105.0625;4761;4;2;0;4;4;0;2;2;3;0;7;2;1;0;1
ID_cd5316526;165231.6;0;6;0;1;1;0;0;0;1;1;0;3;3;0;4;4;4;4;16;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;f3f6b1859;0;4;1;4;.33333334;no;16;10.25;3;1.3333334;0;1;1;4;1;0;0;0;0;0;37;256;1369;16;0;0;1.7777778999999998;0.11111112;105.0625;1369;4;2;0;4;4;0;2;2;3;0;1;8;1;0;1
ID_5e25fa2cd;165231.6;0;6;0;1;1;0;0;0;1;1;0;3;3;0;4;4;4;4;15;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;f3f6b1859;0;4;1;4;.33333334;no;16;10.25;3;1.3333334;0;1;1;4;1;0;0;0;0;0;28;225;784;16;0;0;1.7777778999999998;0.11111112;105.0625;784;4;2;0;4;4;0;2;2;3;1;9;8;1;0;1
ID_f89341453;165231.6;0;6;0;1;1;0;0;0;1;1;0;3;3;0;4;4;4;4;9;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;f3f6b1859;0;4;1;4;.33333334;no;16;10.25;3;1.3333334;0;1;1;4;1;0;0;0;0;0;47;81;2209;16;0;0;1.7777778999999998;0.11111112;105.0625;2209;4;2;0;4;4;0;2;2;3;0;9;4;1;0;1
ID_c9c700687;165231.6;0;5;0;1;0;0;0;0;1;1;0;1;1;0;2;2;2;2;3;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;92820444d;0;2;2;2;8;3;no;3.0;3;0.66666669;0;1;1;2;1;0;0;0;0;0;67;9;4489;4;9;0;0.44444448;64.0;9.0;4489;4;3;0;4;4;0;3;3;3;0;2;2;1;0;1
ID_99c043cc8;165231.6;0;5;0;1;0;0;0;0;1;1;0;1;1;0;2;2;2;2;3;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;92820444d;0;2;2;2;8;3;no;3.0;3;0.66666669;0;1;1;2;1;0;0;0;0;0;65;9;4225;4;9;0;0.44444448;64.0;9.0;4225;4;3;0;4;4;0;3;3;3;1;1;2;1;0;1
ID_9bdcdd9cc;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;6;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;25;36;625;49;36;0;3.0625;0.0;91.612236;625;4;3;0;4;4;0;3;3;3;1;3;3;1;0;1
ID_ab45cc66b;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;11;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;22;121;484;49;36;0;3.0625;0.0;91.612236;484;4;3;0;4;4;0;3;3;3;0;3;5;1;0;1
ID_0ba8423ae;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;10;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;29;100;841;49;36;0;3.0625;0.0;91.612236;841;4;3;0;4;4;0;3;3;3;1;3;4;1;0;1
ID_6f9d8c69a;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;11;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;20;121;400;49;36;0;3.0625;0.0;91.612236;400;4;3;0;4;4;0;3;3;3;0;3;5;1;0;1
ID_dd70f7112;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;6;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;57;36;3249;49;36;0;3.0625;0.0;91.612236;3249;4;3;0;4;4;0;3;3;3;1;1;3;1;0;1
ID_eeeefaf23;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;12;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;54;144;2916;49;36;0;3.0625;0.0;91.612236;2916;4;3;0;4;4;0;3;3;3;0;2;7;1;0;1
ID_3185f16d6;165231.6;0;8;0;1;1;0;0;0;3;3;0;4;4;0;7;7;7;7;11;7;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;d6ed17777;0;7;0;7;no;6;no;9.571428300000001;4;1.75;0;1;1;7;1;0;0;0;0;0;27;121;729;49;36;0;3.0625;0.0;91.612236;729;4;3;0;4;4;0;3;3;3;0;5;5;1;0;1
ID_e03eb76b9;200000.0;0;5;0;1;1;0;0;0;4;4;0;1;1;0;5;5;5;5;6;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;fd8cd9fa1;1;4;0;5;.25;6;no;9.0;3;1.6666666;0;1;1;4;1;0;0;0;0;0;62;36;3844;25;36;1;2.7777777;0.0625;81.0;3844;4;3;0;4;4;0;3;3;3;1;1;3;3;0;1
ID_d53c2e6cb;200000.0;0;5;0;1;1;0;0;0;4;4;0;1;1;0;5;5;5;5;6;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;fd8cd9fa1;1;4;0;5;.25;6;no;9.0;3;1.6666666;0;1;1;4;1;0;0;0;0;0;64;36;4096;25;36;1;2.7777777;0.0625;81.0;4096;4;3;0;4;4;0;3;3;3;1;9;3;3;0;1
ID_7c5ab354d;200000.0;0;5;0;1;1;0;0;0;4;4;0;1;1;0;5;5;5;5;6;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;fd8cd9fa1;1;4;0;5;.25;6;no;9.0;3;1.6666666;0;1;1;4;1;0;0;0;0;0;54;36;2916;25;36;1;2.7777777;0.0625;81.0;2916;4;3;0;4;4;0;3;3;3;0;2;3;3;0;1
ID_2af82c674;200000.0;0;5;0;1;1;0;0;0;4;4;0;1;1;0;5;5;5;5;11;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;fd8cd9fa1;1;4;0;5;.25;6;no;9.0;3;1.6666666;0;1;1;4;1;0;0;0;0;0;23;121;529;25;36;1;2.7777777;0.0625;81.0;529;4;3;0;4;4;0;3;3;3;1;3;5;3;0;1
ID_ad23ba51f;200000.0;0;5;0;1;1;0;0;0;4;4;0;1;1;0;5;5;5;5;7;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;fd8cd9fa1;1;4;0;5;.25;6;no;9.0;3;1.6666666;0;1;1;4;1;0;0;0;0;0;19;49;361;25;36;1;2.7777777;0.0625;81.0;361;4;3;0;4;4;0;3;3;3;1;11;4;3;0;1
ID_481e089ae;180000.0;0;4;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;903c2db24;1;2;0;3;.5;3;no;7.0;2;1.5;0;0;1;2;1;0;0;0;0;0;4;0;16;9;9;1;2.25;0.25;49.0;16;4;3;0;4;4;0;3;3;3;0;3;1;3;0;1
ID_6298c1ee5;180000.0;0;4;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;11;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;903c2db24;1;2;0;3;.5;3;no;7.0;2;1.5;0;0;1;2;1;0;0;0;0;0;24;121;576;9;9;1;2.25;0.25;49.0;576;4;3;0;4;4;0;3;3;3;0;2;5;3;0;1
ID_f63e912bd;180000.0;0;4;0;1;1;0;0;0;1;1;1;1;2;1;2;3;3;3;3;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;903c2db24;1;2;0;3;.5;3;no;7.0;2;1.5;0;0;1;2;1;0;0;0;0;0;32;9;1024;9;9;1;2.25;0.25;49.0;1024;4;3;0;4;4;0;3;3;3;1;1;2;3;0;1
ID_fdc794b59;130000.0;0;3;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;6;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;36056caf7;2;2;0;4;yes;11;no;8.5;2;2.0;0;0;1;4;1;0;0;0;0;0;32;36;1024;16;121;4;4.0;1.0;72.25;1024;4;3;0;4;4;0;3;3;2;0;2;3;3;0;1
ID_367520c75;130000.0;0;3;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;7;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;36056caf7;2;2;0;4;yes;11;no;8.5;2;2.0;0;0;1;4;1;0;0;0;0;0;14;49;196;16;121;4;4.0;1.0;72.25;196;4;3;0;4;4;0;3;3;2;0;4;4;3;0;1
ID_5763e2c4c;130000.0;0;3;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;9;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;36056caf7;2;2;0;4;yes;11;no;8.5;2;2.0;0;0;1;4;1;0;0;0;0;0;17;81;289;16;121;4;4.0;1.0;72.25;289;4;3;0;4;4;0;3;3;2;1;4;4;3;0;1
ID_be01788d4;130000.0;0;3;0;1;1;0;0;0;2;2;0;2;2;0;4;4;4;4;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;36056caf7;2;2;0;4;yes;11;no;8.5;2;2.0;0;0;1;4;1;0;0;0;0;0;28;121;784;16;121;4;4.0;1.0;72.25;784;4;3;0;4;4;0;3;3;2;1;1;5;3;0;1
ID_efe0dafd1;200000.0;0;3;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;6;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;eaf651722;0;3;0;3;no;6;no;10.0;2;1.5;0;0;1;3;1;0;0;0;0;0;37;36;1369;9;36;0;2.25;0.0;100.0;1369;4;2;0;2;4;0;3;3;3;1;1;3;3;0;1
ID_1ed1427eb;200000.0;0;3;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;10;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;eaf651722;0;3;0;3;no;6;no;10.0;2;1.5;0;0;1;3;1;0;0;0;0;0;26;100;676;9;36;0;2.25;0.0;100.0;676;4;2;0;2;4;0;3;3;3;0;2;4;3;0;1
ID_665336e6b;200000.0;0;3;0;1;1;0;0;0;2;2;0;1;1;0;3;3;3;3;14;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;eaf651722;0;3;0;3;no;6;no;10.0;2;1.5;0;0;1;3;1;0;0;0;0;0;23;196;529;9;36;0;2.25;0.0;100.0;529;4;2;0;2;4;0;3;3;3;1;3;8;3;0;1
ID_5ed2f2c1d;220000.0;0;4;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;99cd26cee;2;2;0;4;yes;11;no;11.0;2;2.0;0;0;1;2;1;0;0;0;0;0;3;0;9;16;121;4;4.0;1.0;121.0;9;4;2;0;4;4;0;3;3;3;0;3;1;3;0;1
ID_beb2d7aea;220000.0;0;4;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;0;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;99cd26cee;2;2;0;4;yes;11;no;11.0;2;2.0;0;0;1;2;1;0;0;0;0;0;5;0;25;16;121;4;4.0;1.0;121.0;25;4;2;0;4;4;0;3;3;3;1;3;1;3;0;1
ID_c2636a30c;220000.0;0;4;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;99cd26cee;2;2;0;4;yes;11;no;11.0;2;2.0;0;0;1;2;1;0;0;0;0;0;38;121;1444;16;121;4;4.0;1.0;121.0;1444;4;2;0;4;4;0;3;3;3;0;2;5;3;0;1
ID_c275d3582;220000.0;0;4;0;1;1;0;0;1;1;2;1;1;2;2;2;4;4;4;11;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;99cd26cee;2;2;0;4;yes;11;no;11.0;2;2.0;0;0;1;2;1;0;0;0;0;0;45;121;2025;16;121;4;4.0;1.0;121.0;2025;4;2;0;4;4;0;3;3;3;1;1;5;3;0;1
ID_e9dbea898;94000.0;0;6;0;1;1;1;2;1;2;3;1;3;4;2;5;7;7;7;14;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;b83dfb5a3;3;4;0;7;.75;11;no;11.0;3;2.3333333;0;0;1;3;1;0;0;0;0;0;32;196;1024;49;121;9;5.4444442;0.5625;121.0;1024;4;3;0;4;4;0;3;3;3;0;3;8;2;0;1
ID_a6a1e594b;94000.0;0;6;0;1;1;1;2;1;2;3;1;3;4;2;5;7;7;7;7;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;b83dfb5a3;3;4;0;7;.75;11;no;11.0;3;2.3333333;0;0;1;3;1;0;0;0;0;0;13;49;169;49;121;9;5.4444442;0.5625;121.0;169;4;3;0;4;4;0;3;3;3;1;6;4;2;0;1
ID_a128afb06;94000.0;0;6;0;1;1;1;2;1;2;3;1;3;4;2;5;7;7;7;9;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;b83dfb5a3;3;4;0;7;.75;11;no;11.0;3;2.3333333;0;0;1;3;1;0;0;0;0;0;63;81;3969;49;121;9;5.4444442;0.5625;121.0;3969;4;3;0;4;4;0;3;3;3;0;2;4;2;0;1
ID_6d3fed02b;94000.0;0;6;0;1;1;1;2;1;2;3;1;3;4;2;5;7;7;7;4;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;b83dfb5a3;3;4;0;7;.75;11;no;11.0;3;2.3333333;0;0;1;3;1;0;0;0;0;0;10;16;100;49;121;9;5.4444442;0.5625;121.0;100;4;3;0;4;4;0;3;3;3;1;6;2;2;0;1
ID_01e21d595;94000.0;0;6;0;1;1;1;2;1;2;3;1;3;4;2;5;7;7;7;11;7;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;b83dfb5a3;3;4;0;7;.75;11;no;11.0;3;2.3333333;0;0;1;3;1;0;0;0;0;0;57;121;3249;49;121;9;5.4444442;0.5625;121.0;3249;4;3;0;4;4;0;3;3;3;1;1;5;2;0;1
